CustomerID_norm,FirstOrderDate,LastOrderDate,TotalOrders,TotalRevenue,AOV,RecencyDays,RepeatFlag,ChurnFlag,LastChannel,Segment (VIP/Loyal/At Risk/Lost)
KH0005719,18/04/2022,10/12/2022,2,1880000,940000,"1,227",1,1,Shopee,Lost
KH000572,01/12/2025,01/12/2025,1,880000,880000,140,0,0,Nowzone,Loyal
KH0005722,19/04/2022,19/04/2022,1,680000,680000,"1,462",0,1,Lazada,Lost
KH0005724,20/04/2022,23/05/2025,13,32545940,2503533.846,332,1,0,Zalo,Loyal
KH0005725,21/04/2022,21/04/2022,1,880000,880000,"1,460",0,1,Lazada,Lost
KH0005726,21/04/2022,26/04/2022,2,2180000,1090000,"1,455",1,1,Website,Lost
KH0005728,21/04/2022,21/04/2022,1,5480000,5480000,"1,460",0,1,Nowzone,Lost
KH000573,26/12/2025,26/12/2025,1,938000,938000,115,0,0,Website,Loyal
KH0005730,24/04/2022,24/04/2022,1,2180000,2180000,"1,457",0,1,Nowzone,Lost
KH0005731,24/04/2022,24/04/2022,1,2180000,2180000,"1,457",0,1,Nowzone,Lost
KH0005732,24/04/2022,24/04/2022,1,980000,980000,"1,457",0,1,Nowzone,Lost
KH0005733,25/04/2022,05/06/2024,2,4730000,2365000,684,1,1,Website,At Risk
KH0005734,25/04/2022,25/04/2022,1,1400000,1400000,"1,456",0,1,Lazada,Lost
KH0005735,26/04/2022,26/04/2022,1,4748000,4748000,"1,455",0,1,Zalo,Lost
KH000574,02/12/2025,02/12/2025,1,2380000,2380000,139,0,0,Nowzone,Loyal
KH0005740,29/04/2022,29/04/2022,1,20366000,20366000,"1,452",0,1,Nowzone,Lost
KH0005741,02/05/2022,02/05/2022,1,1500000,1500000,"1,449",0,1,Nowzone,Lost
KH0005745,03/05/2022,05/05/2022,2,1600000,800000,"1,446",1,1,Lazada,Lost
KH0005746,03/05/2022,03/05/2022,1,800000,800000,"1,448",0,1,Shopee,Lost
KH0005747,16/06/2023,20/03/2025,2,6925000,3462500,396,1,1,Zalo,At Risk
KH0005748,04/05/2022,21/08/2023,4,3100000,775000,973,1,1,Nowzone,Lost
KH000575,02/12/2025,02/12/2025,1,880000,880000,139,0,0,Takashimaya,Loyal
KH0005750,05/05/2022,05/05/2022,1,1651100,1651100,"1,446",0,1,Zalo,Lost
KH000576,02/12/2025,02/12/2025,1,12904000,12904000,139,0,0,Zalo,Loyal
KH0005764,07/05/2022,07/05/2022,1,1080000,1080000,"1,444",0,1,Nowzone,Lost
KH0005765,07/05/2022,16/05/2022,3,2500000,833333.3333,"1,435",1,1,Nowzone,Lost
KH0005766,06/05/2022,06/05/2022,1,1800000,1800000,"1,445",0,1,Facebook,Lost
KH0005772,10/05/2022,30/03/2026,3,8707000,2902333.333,21,1,0,Zalo,Loyal
KH0005774,11/05/2022,18/02/2023,4,5380000,1345000,"1,157",1,1,Facebook,Lost
KH0005776,12/05/2022,12/05/2022,1,800000,800000,"1,439",0,1,Lazada,Lost
KH000578,26/12/2025,26/12/2025,1,2400000,2400000,115,0,0,Zalo,Loyal
KH0005782,16/05/2022,13/03/2024,5,6264600,1252920,768,1,1,Lazada,Lost
KH0005783,16/05/2022,20/05/2025,2,3940000,1970000,335,1,0,Shopee,Loyal
KH0005785,16/05/2022,03/10/2022,3,5020000,1673333.333,"1,295",1,1,Website,Lost
KH0005787,16/05/2022,16/05/2022,1,3600000,3600000,"1,435",0,1,Facebook,Lost
KH000579,04/12/2025,04/12/2025,1,1969200,1969200,137,0,0,Takashimaya,Loyal
KH0005790,17/05/2022,09/12/2025,4,12994000,3248500,132,1,0,Nowzone,Loyal
KH0005794,18/05/2022,31/05/2022,2,8660000,4330000,"1,420",1,1,Nowzone,Lost
KH0005795,18/05/2022,04/10/2022,3,3092000,1030666.667,"1,294",1,1,Zalo,Lost
KH0005797,19/05/2022,19/05/2022,1,680000,680000,"1,432",0,1,Shopee,Lost
KH0005799,19/05/2022,19/05/2022,1,1300000,1300000,"1,432",0,1,Zalo,Lost
KH000580,06/12/2025,06/12/2025,1,4599000,4599000,135,0,0,Takashimaya,Loyal
KH0005800,10/07/2022,20/05/2023,2,3828000,1914000,"1,066",1,1,Nowzone,Lost
KH0005806,25/05/2022,25/05/2022,1,438000,438000,"1,426",0,1,Nowzone,Lost
KH000581,06/12/2025,19/12/2025,2,6552000,3276000,122,1,0,Takashimaya,Loyal
KH0005810,26/05/2022,26/05/2022,1,3600000,3600000,"1,425",0,1,Zalo,Lost
KH0005811,26/05/2022,04/09/2023,8,25986300,3248287.5,959,1,1,Nowzone,Lost
KH0005812,29/05/2022,29/05/2022,1,1500000,1500000,"1,422",0,1,Nowzone,Lost
KH0005813,30/05/2022,30/05/2022,1,1380000,1380000,"1,421",0,1,Shopee,Lost
KH000582,06/12/2025,13/04/2026,2,4480000,2240000,7,1,0,Nowzone,Loyal
KH000583,07/12/2025,09/12/2025,2,1876000,938000,132,1,0,Takashimaya,Loyal
KH0005836,30/05/2022,09/06/2022,2,5700000,2850000,"1,411",1,1,Nowzone,Lost
KH000584,07/12/2025,07/12/2025,1,1744000,1744000,134,0,0,Takashimaya,Loyal
KH0005840,01/06/2022,10/09/2022,3,5054000,1684666.667,"1,318",1,1,Shopee,Lost
KH0005844,02/06/2022,02/06/2022,1,1180000,1180000,"1,418",0,1,Nowzone,Lost
KH0005846,03/06/2022,06/06/2022,2,3683100,1841550,"1,414",1,1,Nowzone,Lost
KH0005848,03/06/2022,03/06/2022,1,95000,95000,"1,417",0,1,Nowzone,Lost
KH0005849,04/06/2022,04/06/2022,1,680000,680000,"1,416",0,1,Nowzone,Lost
KH000585,07/12/2025,07/12/2025,1,1680000,1680000,134,0,0,Takashimaya,Loyal
KH0005850,04/06/2022,09/06/2022,2,2916000,1458000,"1,411",1,1,Nowzone,Lost
KH0005852,04/06/2022,14/09/2025,3,3890000,1296666.667,218,1,0,Nowzone,Loyal
KH0005854,06/06/2022,06/06/2022,1,3080000,3080000,"1,414",0,1,Lazada,Lost
KH0005858,05/06/2022,05/06/2022,1,880000,880000,"1,415",0,1,Facebook,Lost
KH0005859,06/06/2022,06/06/2022,1,880000,880000,"1,414",0,1,Tiki,Lost
KH000586,26/12/2025,26/12/2025,1,280000,280000,115,0,0,Zalo,Loyal
KH0005863,06/06/2022,06/06/2022,1,1256000,1256000,"1,414",0,1,Shopee,Lost
KH000587,26/12/2025,26/12/2025,1,1680000,1680000,115,0,0,Event,Loyal
KH0005873,08/06/2022,08/06/2022,1,3384000,3384000,"1,412",0,1,Website,Lost
KH0005875,27/01/2022,27/01/2022,1,400000,400000,"1,544",0,1,Tiki,Lost
KH0005876,08/06/2022,08/06/2022,1,2500000,2500000,"1,412",0,1,Nowzone,Lost
KH0005878,09/06/2022,27/10/2023,5,5204800,1040960,906,1,1,Nowzone,Lost
KH000588,31/12/2025,31/12/2025,1,880000,880000,110,0,0,Event,Loyal
KH0005883,13/06/2022,13/06/2022,1,1580000,1580000,"1,407",0,1,Zalo,Lost
KH0005884,14/06/2022,14/06/2022,1,880000,880000,"1,406",0,1,Shopee,Lost
KH000589,26/12/2025,07/02/2026,2,4780000,2390000,72,1,0,Zalo,Loyal
KH0005891,15/06/2022,15/06/2022,1,657000,657000,"1,405",0,1,Zalo,Lost
KH0005893,16/06/2022,15/08/2025,3,4140000,1380000,248,1,0,Lazada,Loyal
KH0005894,16/06/2022,05/09/2024,4,7436200,1859050,592,1,1,Nowzone,At Risk
KH0005897,17/06/2022,17/06/2022,1,1300000,1300000,"1,403",0,1,Website,Lost
KH000590,26/12/2025,26/12/2025,1,4240000,4240000,115,0,0,Zalo,Loyal
KH0005903,20/06/2022,20/06/2022,1,780000,780000,"1,400",0,1,Website,Lost
KH000591,26/12/2025,31/12/2025,2,1500000,750000,110,1,0,Website,Loyal
KH0005912,24/06/2022,24/06/2022,1,880000,880000,"1,396",0,1,Nowzone,Lost
KH0005913,24/06/2022,24/06/2022,1,1960000,1960000,"1,396",0,1,Nowzone,Lost
KH0005915,25/06/2022,25/06/2022,1,5500000,5500000,"1,395",0,1,Nowzone,Lost
KH0005916,26/06/2022,26/11/2023,2,3180400,1590200,876,1,1,Nowzone,Lost
KH000592,26/12/2025,26/12/2025,1,1680000,1680000,115,0,0,Website,Loyal
KH0005921,27/06/2022,27/06/2022,1,728000,728000,"1,393",0,1,Tiki,Lost
KH0005922,27/06/2022,27/06/2022,1,880000,880000,"1,393",0,1,Zalo,Lost
KH0005923,28/06/2022,30/06/2022,2,4390000,2195000,"1,390",1,1,Website,Lost
KH0005924,28/06/2022,09/02/2023,4,4942400,1235600,"1,166",1,1,Zalo,Lost
KH0005925,28/06/2022,28/06/2022,2,1560000,780000,"1,392",1,1,Tiki,Lost
KH0005926,28/06/2022,28/06/2022,1,438000,438000,"1,392",0,1,Nowzone,Lost
KH0005927,28/06/2022,04/07/2022,2,1550000,775000,"1,386",1,1,Nowzone,Lost
KH0005929,29/06/2022,29/06/2022,1,1580000,1580000,"1,391",0,1,Tiki,Lost
KH000593,09/12/2025,09/12/2025,1,19261440,19261440,132,0,0,Nowzone,Loyal
KH0005930,30/06/2022,30/06/2022,1,5424000,5424000,"1,390",0,1,Nowzone,Lost
KH0005934,03/07/2022,03/07/2022,1,4038000,4038000,"1,387",0,1,Nowzone,Lost
KH0005938,05/07/2022,07/12/2025,7,35578400,5082628.571,134,1,0,Nowzone,Loyal
KH000594,26/12/2025,26/12/2025,1,3840000,3840000,115,0,0,Zalo,Loyal
KH0005940,06/07/2022,06/07/2022,1,880000,880000,"1,384",0,1,Zalo,Lost
KH0005941,06/07/2022,06/07/2022,1,1380000,1380000,"1,384",0,1,Lazada,Lost
KH0005948,07/07/2022,07/07/2022,1,7200000,7200000,"1,383",0,1,Shopee,Lost
KH0005949,07/07/2022,25/02/2026,4,3646680,911670,54,1,0,Shopee,Loyal
KH000595,11/12/2025,11/12/2025,1,11466000,11466000,130,0,0,Takashimaya,Loyal
KH0005951,08/07/2022,15/06/2024,2,5564000,2782000,674,1,1,Website,At Risk
KH0005952,09/07/2022,17/09/2022,3,4552000,1517333.333,"1,311",1,1,Nowzone,Lost
KH0005953,10/07/2022,10/07/2022,1,800000,800000,"1,380",0,1,Nowzone,Lost
KH0005954,11/07/2022,03/04/2024,2,1680000,840000,747,1,1,Shopee,Lost
KH0005956,11/07/2022,11/07/2022,1,4280000,4280000,"1,379",0,1,Nowzone,Lost
KH0005957,11/07/2022,11/07/2022,1,2560000,2560000,"1,379",0,1,Shopee,Lost
KH0005958,11/07/2022,30/11/2023,2,5010000,2505000,872,1,1,Nowzone,Lost
KH000596,12/12/2025,12/12/2025,1,950400,950400,129,0,0,Takashimaya,Loyal
KH0005962,14/07/2022,14/07/2022,1,6600000,6600000,"1,376",0,1,Nowzone,Lost
KH0005963,14/07/2022,14/07/2022,1,4800000,4800000,"1,376",0,1,Zalo,Lost
KH0005964,15/07/2022,15/07/2022,1,1380000,1380000,"1,375",0,1,Tiki,Lost
KH0005965,15/07/2022,15/07/2022,1,376000,376000,"1,375",0,1,Website,Lost
KH0005966,17/07/2022,17/07/2022,1,3200000,3200000,"1,373",0,1,Nowzone,Lost
KH0005967,18/07/2022,31/01/2026,9,9118220,1013135.556,79,1,0,Shopee,Loyal
KH0005969,18/07/2022,18/07/2022,1,3600000,3600000,"1,372",0,1,Zalo,Lost
KH000597,26/12/2025,26/12/2025,1,990000,990000,115,0,0,Zalo,Loyal
KH0005972,18/07/2022,18/07/2022,1,680000,680000,"1,372",0,1,Website,Lost
KH0005973,20/07/2022,23/08/2025,6,8898866,1483144.333,240,1,0,Website,Loyal
KH0005977,21/07/2022,21/07/2022,1,400000,400000,"1,369",0,1,Nowzone,Lost
KH0005978,05/08/2022,02/05/2024,5,3789960,757992,718,1,1,Nowzone,At Risk
KH000598,12/12/2025,12/12/2025,1,3589200,3589200,129,0,0,Takashimaya,Loyal
KH0005980,22/07/2022,22/07/2022,1,3600000,3600000,"1,368",0,1,Nowzone,Lost
KH0005982,23/07/2022,23/07/2022,1,450000,450000,"1,367",0,1,Nowzone,Lost
KH0005983,24/07/2022,24/07/2022,1,400000,400000,"1,366",0,1,Nowzone,Lost
KH0005986,25/07/2022,25/07/2022,1,1203200,1203200,"1,365",0,1,Shopee,Lost
KH0005987,25/07/2022,25/07/2022,1,5280000,5280000,"1,365",0,1,Shopee,Lost
KH0005988,26/07/2022,26/07/2022,1,450000,450000,"1,364",0,1,Website,Lost
KH0005989,27/07/2022,27/07/2022,1,1800000,1800000,"1,363",0,1,Tiki,Lost
KH000599,13/12/2025,14/12/2025,2,5980000,2990000,127,1,0,Nowzone,Loyal
KH0005990,27/07/2022,09/09/2024,4,7634500,1908625,588,1,1,Nowzone,At Risk
KH0005991,27/07/2022,29/07/2022,2,3000000,1500000,"1,361",1,1,Zalo,Lost
KH0005992,28/07/2022,07/02/2023,2,3175200,1587600,"1,168",1,1,Internal,Lost
KH0005993,28/07/2022,28/07/2022,1,920000,920000,"1,362",0,1,Nowzone,Lost
KH0005994,29/07/2022,29/07/2022,1,986600,986600,"1,361",0,1,Zalo,Lost
KH0005998,30/07/2022,30/07/2022,1,400000,400000,"1,360",0,1,Website,Lost
KH0006002,01/08/2022,01/08/2022,1,1080000,1080000,"1,358",0,1,Shopee,Lost
KH0006003,01/08/2022,01/08/2022,1,1960000,1960000,"1,358",0,1,Nowzone,Lost
KH0006004,02/08/2022,04/10/2022,3,8163140,2721046.667,"1,294",1,1,Nowzone,Lost
KH0006005,02/08/2022,03/10/2024,2,7798000,3899000,564,1,1,Nowzone,At Risk
KH0006006,02/08/2022,02/08/2022,1,880000,880000,"1,357",0,1,Nowzone,Lost
KH000601,15/12/2025,15/12/2025,1,3600000,3600000,126,0,0,Nowzone,Loyal
KH0006011,04/08/2022,04/08/2022,1,788500,788500,"1,355",0,1,Nowzone,Lost
KH0006012,04/08/2022,04/08/2022,1,438000,438000,"1,355",0,1,Nowzone,Lost
KH0006017,07/08/2022,07/08/2022,1,12169200,12169200,"1,352",0,1,Nowzone,Lost
KH0006018,07/08/2022,07/08/2022,1,3900000,3900000,"1,352",0,1,Nowzone,Lost
KH000602,15/12/2025,15/12/2025,1,688000,688000,126,0,0,Takashimaya,Loyal
KH0006022,08/08/2022,08/08/2022,1,438000,438000,"1,351",0,1,Shopee,Lost
KH000603,22/12/2025,22/12/2025,1,688000,688000,119,0,0,Website,Loyal
KH0006030,08/08/2022,08/08/2022,1,1938000,1938000,"1,351",0,1,Internal,Lost
KH0006031,16/08/2022,27/02/2023,4,10540000,2635000,"1,148",1,1,Website,Lost
KH000604,17/12/2025,05/01/2026,2,5672000,2836000,105,1,0,Nowzone,Loyal
KH0006040,08/08/2022,08/08/2022,1,3258500,3258500,"1,351",0,1,Nowzone,Lost
KH0006042,08/08/2022,04/10/2025,6,24121274,4020212.333,198,1,0,Nowzone,Loyal
KH0006043,08/08/2022,08/08/2022,1,1910000,1910000,"1,351",0,1,Nowzone,Lost
KH0006044,08/08/2022,08/08/2022,1,7700000,7700000,"1,351",0,1,Nowzone,Lost
KH0006045,08/08/2022,20/12/2023,6,5650000,941666.6667,852,1,1,Internal,Lost
KH0006046,09/08/2022,09/08/2022,1,750000,750000,"1,350",0,1,Shopee,Lost
KH000605,22/12/2025,22/12/2025,1,1080000,1080000,119,0,0,Website,Loyal
KH0006054,09/08/2022,11/08/2022,2,25708000,12854000,"1,348",1,1,Nowzone,Lost
KH0006058,09/08/2022,09/08/2022,1,880000,880000,"1,350",0,1,Website,Lost
KH0006061,10/08/2022,10/08/2022,1,1340000,1340000,"1,349",0,1,Shopee,Lost
KH0006067,19/08/2022,19/08/2022,1,1330000,1330000,"1,340",0,1,Shopee,Lost
KH0006068,10/08/2022,10/08/2022,1,1180000,1180000,"1,349",0,1,Nowzone,Lost
KH000607,18/12/2025,18/12/2025,1,1044000,1044000,123,0,0,Nowzone,Loyal
KH0006071,11/08/2022,18/08/2022,2,4118000,2059000,"1,341",1,1,Zalo,Lost
KH0006074,08/08/2025,08/08/2025,1,4416000,4416000,255,0,0,Takashimaya,Loyal
KH0006075,11/08/2022,23/05/2024,23,72014380,3131060,697,1,1,Nowzone,At Risk
KH0006078,12/08/2022,12/08/2022,1,2900000,2900000,"1,347",0,1,Nowzone,Lost
KH0006079,14/08/2022,11/04/2026,6,12325920,2054320,9,1,0,Nowzone,VIP
KH000608,18/12/2025,18/12/2025,1,1238000,1238000,123,0,0,Takashimaya,Loyal
KH0006084,15/08/2022,15/08/2022,1,1030000,1030000,"1,344",0,1,Shopee,Lost
KH0006085,16/08/2022,16/08/2022,1,6520000,6520000,"1,343",0,1,Zalo,Lost
KH0006086,16/08/2022,16/08/2022,1,2692000,2692000,"1,343",0,1,Shopee,Lost
KH0006087,16/08/2022,10/11/2024,3,3378000,1126000,526,1,1,Internal,At Risk
KH0006089,16/08/2022,16/08/2022,1,1380000,1380000,"1,343",0,1,Website,Lost
KH000609,22/12/2025,22/12/2025,1,1080000,1080000,119,0,0,Zalo,Loyal
KH0006090,16/08/2022,17/01/2023,2,2129999,1064999.5,"1,189",1,1,Shopee,Lost
KH0006091,16/08/2022,12/11/2023,3,1928000,642666.6667,890,1,1,Lazada,Lost
KH0006092,18/08/2022,15/05/2024,3,3380000,1126666.667,705,1,1,Website,At Risk
KH0006094,18/08/2022,18/08/2022,1,5018000,5018000,"1,341",0,1,Zalo,Lost
KH0006096,18/08/2022,18/08/2022,1,880000,880000,"1,341",0,1,Nowzone,Lost
KH0006097,19/08/2022,19/08/2022,1,1280000,1280000,"1,340",0,1,Tiki,Lost
KH0006099,19/08/2022,19/08/2022,1,16700000,16700000,"1,340",0,1,Nowzone,Lost
KH000610,22/12/2025,22/12/2025,1,4812800,4812800,119,0,0,Facebook,Loyal
KH0006100,21/08/2022,27/07/2023,3,3806000,1268666.667,998,1,1,Nowzone,Lost
KH0006101,21/08/2022,30/12/2023,4,6990000,1747500,842,1,1,Nowzone,Lost
KH0006102,21/08/2022,21/08/2022,1,2800000,2800000,"1,338",0,1,Nowzone,Lost
KH0006103,21/08/2022,15/02/2023,2,3050000,1525000,"1,160",1,1,Nowzone,Lost
KH0006104,22/08/2022,24/08/2022,3,3494001,1164667,"1,335",1,1,Shopee,Lost
KH0006105,22/08/2022,22/08/2022,1,800000,800000,"1,337",0,1,Lazada,Lost
KH0006106,22/08/2022,22/08/2022,1,1080000,1080000,"1,337",0,1,Website,Lost
KH0006109,22/08/2022,22/08/2022,1,3000000,3000000,"1,337",0,1,Website,Lost
KH000611,19/12/2025,19/12/2025,1,1280000,1280000,122,0,0,Takashimaya,Loyal
KH0006112,22/08/2022,19/09/2024,4,12390000,3097500,578,1,1,Facebook,At Risk
KH0006115,23/08/2022,06/10/2025,3,8102000,2700666.667,196,1,0,Internal,Loyal
KH0006116,23/08/2022,23/08/2022,1,920000,920000,"1,336",0,1,Website,Lost
KH0006117,24/08/2022,27/05/2023,2,1668500,834250,"1,059",1,1,Website,Lost
KH0006118,24/08/2022,10/09/2022,3,8830000,2943333.333,"1,318",1,1,Nowzone,Lost
KH0006119,24/08/2022,25/04/2025,3,4360000,1453333.333,360,1,0,Nowzone,Loyal
KH000612,21/12/2025,21/12/2025,1,368000,368000,120,0,0,Nowzone,Loyal
KH0006120,24/08/2022,24/08/2022,1,5280000,5280000,"1,335",0,1,Nowzone,Lost
KH0006121,24/08/2022,05/04/2023,2,14593000,7296500,"1,111",1,1,Nowzone,Lost
KH0006124,26/08/2022,26/08/2022,1,1280000,1280000,"1,333",0,1,Website,Lost
KH0006125,25/08/2022,25/08/2022,1,650000,650000,"1,334",0,1,Nowzone,Lost
KH0006126,25/08/2022,20/09/2023,3,5360000,1786666.667,943,1,1,Nowzone,Lost
KH0006128,26/08/2022,26/08/2022,1,1840000,1840000,"1,333",0,1,Internal,Lost
KH000613,21/12/2025,22/12/2025,2,4380000,2190000,119,1,0,Nowzone,Loyal
KH0006130,26/08/2022,26/08/2022,1,8030000,8030000,"1,333",0,1,Nowzone,Lost
KH0006131,27/08/2022,27/08/2022,1,620000,620000,"1,332",0,1,Facebook,Lost
KH0006132,27/08/2022,27/08/2022,1,3600000,3600000,"1,332",0,1,Nowzone,Lost
KH0006133,29/08/2022,29/08/2022,1,880000,880000,"1,330",0,1,Zalo,Lost
KH0006135,29/08/2022,29/08/2022,1,630000,630000,"1,330",0,1,Shopee,Lost
KH0006138,30/08/2022,30/08/2022,1,830000,830000,"1,329",0,1,Shopee,Lost
KH0006139,30/08/2022,30/08/2022,1,680000,680000,"1,329",0,1,Website,Lost
KH000614,21/12/2025,21/12/2025,1,1744000,1744000,120,0,0,Takashimaya,Loyal
KH0006143,30/08/2022,21/06/2024,12,12176000,1014666.667,668,1,1,Zalo,At Risk
KH0006144,31/08/2022,31/08/2022,1,1380000,1380000,"1,328",0,1,Lazada,Lost
KH0006145,31/08/2022,31/07/2025,2,2360000,1180000,263,1,0,Lazada,Loyal
KH000615,21/12/2025,21/12/2025,1,2816000,2816000,120,0,0,Nowzone,Loyal
KH0006151,31/08/2022,31/08/2022,1,800000,800000,"1,328",0,1,Nowzone,Lost
KH0006152,01/09/2022,30/11/2022,3,18165000,6055000,"1,237",1,1,Nowzone,Lost
KH0006153,03/09/2022,07/09/2022,2,15820000,7910000,"1,321",1,1,Nowzone,Lost
KH0006154,04/09/2022,22/09/2024,2,1480000,740000,575,1,1,Nowzone,At Risk
KH0006155,01/09/2022,01/09/2022,1,920000,920000,"1,327",0,1,Zalo,Lost
KH0006158,06/09/2022,06/09/2022,1,650000,650000,"1,322",0,1,Shopee,Lost
KH0006159,06/09/2022,06/09/2022,1,2400000,2400000,"1,322",0,1,Zalo,Lost
KH000616,22/12/2025,22/12/2025,1,1320000,1320000,119,0,0,Facebook,Loyal
KH0006161,06/09/2022,14/11/2022,3,4520000,1506666.667,"1,253",1,1,Tiki,Lost
KH0006162,06/09/2022,06/09/2022,1,4038000,4038000,"1,322",0,1,Zalo,Lost
KH0006163,06/09/2022,06/09/2022,1,2180000,2180000,"1,322",0,1,Zalo,Lost
KH0006164,08/09/2022,08/09/2022,1,438000,438000,"1,320",0,1,Nowzone,Lost
KH0006166,09/09/2022,09/09/2022,1,1360000,1360000,"1,319",0,1,Lazada,Lost
KH0006167,09/09/2022,09/09/2022,1,800000,800000,"1,319",0,1,Tiki,Lost
KH0006168,09/09/2022,20/11/2025,6,11183280,1863880,151,1,0,Zalo,Loyal
KH000617,22/12/2025,23/12/2025,2,5400000,2700000,118,1,0,Zalo,Loyal
KH0006171,09/09/2022,09/09/2022,1,3600000,3600000,"1,319",0,1,Nowzone,Lost
KH0006172,12/09/2022,12/09/2022,1,1280000,1280000,"1,316",0,1,Shopee,Lost
KH000618,22/12/2025,20/03/2026,2,3591200,1795600,31,1,0,Takashimaya,Loyal
KH0006186,13/09/2022,13/09/2022,1,400000,400000,"1,315",0,1,Zalo,Lost
KH0006189,13/09/2022,24/06/2025,15,40950360,2730024,300,1,0,Nowzone,Loyal
KH000619,22/12/2025,22/12/2025,1,950400,950400,119,0,0,Takashimaya,Loyal
KH0006192,14/09/2022,14/09/2022,1,1200000,1200000,"1,314",0,1,Zalo,Lost
KH0006193,14/09/2022,29/01/2026,19,16551600,871136.8421,81,1,0,Shopee,VIP
KH0006194,14/09/2022,14/09/2022,1,940000,940000,"1,314",0,1,Nowzone,Lost
KH0006195,15/09/2022,17/09/2022,2,47520000,23760000,"1,311",1,1,Facebook,Lost
KH0006197,16/09/2022,16/09/2022,1,680000,680000,"1,312",0,1,Nowzone,Lost
KH0006198,18/09/2022,18/09/2022,1,394200,394200,"1,310",0,1,Nowzone,Lost
KH0006199,16/09/2022,16/09/2022,1,1080000,1080000,"1,312",0,1,Shopee,Lost
KH000620,23/12/2025,23/12/2025,1,838000,838000,118,0,0,Takashimaya,Loyal
KH0006200,17/09/2022,17/09/2022,1,680000,680000,"1,311",0,1,Website,Lost
KH0006201,17/09/2022,27/01/2023,3,2580000,860000,"1,179",1,1,Lazada,Lost
KH0006204,20/09/2022,20/09/2022,1,1080000,1080000,"1,308",0,1,Shopee,Lost
KH0006205,20/09/2022,20/09/2022,1,3000000,3000000,"1,308",0,1,Lazada,Lost
KH0006208,20/09/2022,20/09/2022,1,1180000,1180000,"1,308",0,1,Nowzone,Lost
KH000621,23/12/2025,26/12/2025,2,950400,475200,115,1,0,Takashimaya,Loyal
KH0006211,20/09/2022,13/11/2022,3,1730000,576666.6667,"1,254",1,1,Shopee,Lost
KH0006212,21/09/2022,21/09/2022,1,2000000,2000000,"1,307",0,1,Shopee,Lost
KH0006213,21/09/2022,21/09/2022,1,2278000,2278000,"1,307",0,1,Zalo,Lost
KH0006214,21/09/2022,21/09/2022,1,1760000,1760000,"1,307",0,1,Zalo,Lost
KH0006217,23/09/2022,23/09/2022,1,1880000,1880000,"1,305",0,1,Tiki,Lost
KH0006219,26/09/2022,26/09/2022,1,3450000,3450000,"1,302",0,1,Shopee,Lost
KH0006225,26/09/2022,12/10/2022,2,4958000,2479000,"1,286",1,1,Nowzone,Lost
KH0006228,27/09/2022,27/09/2022,1,1100000,1100000,"1,301",0,1,Zalo,Lost
KH0006229,26/09/2022,26/09/2022,1,680000,680000,"1,302",0,1,Website,Lost
KH000623,24/12/2025,11/01/2026,2,12620000,6310000,99,1,0,Nowzone,Loyal
KH0006232,28/09/2022,30/11/2022,6,15088000,2514666.667,"1,237",1,1,Shopee,Lost
KH0006233,28/09/2022,22/07/2023,2,1315000,657500,"1,003",1,1,Lazada,Lost
KH0006234,27/09/2022,27/09/2022,1,250000,250000,"1,301",0,1,Zalo,Lost
KH0006235,28/09/2022,08/07/2024,3,12834200,4278066.667,651,1,1,Nowzone,At Risk
KH0006236,28/09/2022,28/10/2022,2,11176000,5588000,"1,270",1,1,Nowzone,Lost
KH0006239,29/09/2022,29/09/2022,1,1500000,1500000,"1,299",0,1,Nowzone,Lost
KH000624,24/12/2025,24/12/2025,1,10475840,10475840,117,0,0,Takashimaya,Loyal
KH0006240,29/09/2022,29/09/2022,1,1360000,1360000,"1,299",0,1,Facebook,Lost
KH0006241,30/09/2022,20/10/2022,2,4480000,2240000,"1,278",1,1,Nowzone,Lost
KH0006244,01/10/2022,01/10/2022,1,920000,920000,"1,297",0,1,Nowzone,Lost
KH0006245,02/10/2022,02/10/2022,1,720000,720000,"1,296",0,1,Nowzone,Lost
KH0006247,02/10/2022,02/10/2022,1,3000000,3000000,"1,296",0,1,Nowzone,Lost
KH0006248,02/10/2022,02/10/2022,1,830000,830000,"1,296",0,1,Nowzone,Lost
KH000625,28/12/2025,28/12/2025,1,880000,880000,113,0,0,Lazada,Loyal
KH0006250,01/10/2022,01/10/2022,1,798000,798000,"1,297",0,1,Lazada,Lost
KH0006253,03/10/2022,03/10/2022,1,1745000,1745000,"1,295",0,1,Shopee,Lost
KH0006254,03/10/2022,03/10/2022,1,680000,680000,"1,295",0,1,Zalo,Lost
KH0006255,04/10/2022,04/10/2022,1,6006000,6006000,"1,294",0,1,Tiki,Lost
KH0006256,04/10/2022,14/10/2022,3,6073800,2024600,"1,284",1,1,Shopee,Lost
KH0006257,04/10/2022,01/07/2023,4,6409000,1602250,"1,024",1,1,Zalo,Lost
KH0006258,04/10/2022,04/10/2022,1,1532050,1532050,"1,294",0,1,Shopee,Lost
KH000626,31/12/2025,31/12/2025,1,880000,880000,110,0,0,Website,Loyal
KH0006261,04/10/2022,11/11/2024,2,6578000,3289000,525,1,1,Shopee,At Risk
KH0006262,05/10/2022,15/10/2022,4,17161000,4290250,"1,283",1,1,Shopee,Lost
KH0006263,04/10/2022,07/10/2022,2,12414000,6207000,"1,291",1,1,Facebook,Lost
