CustomerID_norm,FirstOrderDate,LastOrderDate,TotalOrders,TotalRevenue,AOV,RecencyDays,RepeatFlag,ChurnFlag,LastChannel,Segment (VIP/Loyal/At Risk/Lost)
KH0006264,06/10/2022,06/10/2022,1,920000,920000,"1,292",0,1,Zalo,Lost
KH0006266,06/10/2022,04/10/2025,4,4048200,1012050,198,1,0,Shopee,Loyal
KH0006268,27/03/2024,27/03/2024,1,891000,891000,754,0,1,Nowzone,Lost
KH0006269,07/10/2022,07/10/2022,1,985000,985000,"1,291",0,1,Shopee,Lost
KH000627,25/12/2025,25/12/2025,1,3600000,3600000,116,0,0,Takashimaya,Loyal
KH0006274,08/10/2022,08/10/2022,1,1630000,1630000,"1,290",0,1,Nowzone,Lost
KH0006276,09/10/2022,09/10/2022,1,830000,830000,"1,289",0,1,Nowzone,Lost
KH0006278,10/10/2022,05/03/2024,2,3250000,1625000,776,1,1,Lazada,Lost
KH0006279,01/11/2022,25/11/2022,3,3778700,1259566.667,"1,242",1,1,Shopee,Lost
KH000628,26/12/2025,01/01/2026,2,3276000,1638000,109,1,0,Nowzone,Loyal
KH0006288,10/10/2022,10/10/2022,1,3000000,3000000,"1,288",0,1,Shopee,Lost
KH0006289,10/10/2022,10/10/2022,1,4030000,4030000,"1,288",0,1,Facebook,Lost
KH000629,26/12/2025,26/12/2025,1,5767200,5767200,115,0,0,Takashimaya,Loyal
KH0006291,10/10/2022,10/10/2022,1,1500000,1500000,"1,288",0,1,Website,Lost
KH0006297,10/10/2022,10/10/2022,1,905000,905000,"1,288",0,1,Shopee,Lost
KH0006299,10/10/2022,10/10/2022,1,2380000,2380000,"1,288",0,1,Lazada,Lost
KH000630,26/12/2025,26/12/2025,1,5760000,5760000,115,0,0,Takashimaya,Loyal
KH0006309,10/10/2022,10/10/2022,1,800000,800000,"1,288",0,1,Website,Lost
KH000631,27/12/2025,05/04/2026,3,8407400,2802466.667,15,1,0,Takashimaya,Loyal
KH0006311,11/10/2022,11/10/2022,1,1630000,1630000,"1,287",0,1,Website,Lost
KH0006313,11/10/2022,11/10/2022,1,1485000,1485000,"1,287",0,1,Shopee,Lost
KH0006319,12/10/2022,12/10/2022,1,2318000,2318000,"1,286",0,1,Internal,Lost
KH000632,28/12/2025,28/12/2025,1,9532160,9532160,113,0,0,Takashimaya,Loyal
KH0006326,13/10/2022,13/10/2022,1,50000,50000,"1,285",0,1,Shopee,Lost
KH000633,29/12/2025,29/12/2025,1,2365440,2365440,112,0,0,Event,Loyal
KH0006330,13/10/2022,13/10/2022,1,2120000,2120000,"1,285",0,1,Website,Lost
KH0006331,13/10/2022,13/10/2022,1,3000000,3000000,"1,285",0,1,Nowzone,Lost
KH0006333,14/10/2022,10/12/2022,2,1374000,687000,"1,227",1,1,Nowzone,Lost
KH0006334,15/10/2022,25/10/2022,2,5560000,2780000,"1,273",1,1,Nowzone,Lost
KH0006335,16/10/2022,16/10/2022,1,1660000,1660000,"1,282",0,1,Nowzone,Lost
KH0006336,17/10/2022,17/10/2022,1,940000,940000,"1,281",0,1,Tiki,Lost
KH0006339,17/10/2022,25/04/2025,9,23374100,2597122.222,360,1,0,Zalo,Loyal
KH000634,30/12/2025,30/12/2025,1,1980000,1980000,111,0,0,Lazada,Loyal
KH0006340,20/11/2025,20/11/2025,1,487500,487500,151,0,0,Internal,Loyal
KH0006341,17/10/2022,17/10/2022,1,1080000,1080000,"1,281",0,1,Lazada,Lost
KH0006347,19/10/2022,20/12/2022,2,4325000,2162500,"1,217",1,1,Shopee,Lost
KH0006348,18/10/2022,18/10/2022,1,385000,385000,"1,280",0,1,Shopee,Lost
KH0006349,19/10/2022,19/10/2022,1,1080000,1080000,"1,279",0,1,Nowzone,Lost
KH000635,29/12/2025,29/12/2025,1,1170400,1170400,112,0,0,Event,Loyal
KH0006351,20/10/2022,20/10/2022,1,650000,650000,"1,278",0,1,Tiki,Lost
KH0006357,21/10/2022,14/12/2022,2,2080000,1040000,"1,223",1,1,Nowzone,Lost
KH0006358,22/10/2022,12/03/2024,4,12058000,3014500,769,1,1,Zalo,Lost
KH0006359,22/10/2022,22/10/2022,1,1280000,1280000,"1,276",0,1,Nowzone,Lost
KH000636,29/12/2025,29/12/2025,1,2603040,2603040,112,0,0,Event,Loyal
KH0006360,23/10/2022,23/10/2022,1,3600000,3600000,"1,275",0,1,Nowzone,Lost
KH0006362,24/10/2022,24/10/2022,1,360000,360000,"1,274",0,1,Zalo,Lost
KH0006363,22/10/2022,22/10/2022,1,1088000,1088000,"1,276",0,1,Website,Lost
KH000637,29/12/2025,29/12/2025,1,688000,688000,112,0,0,Event,Loyal
KH0006370,26/10/2022,26/10/2022,1,3238000,3238000,"1,272",0,1,Website,Lost
KH0006372,27/10/2022,27/10/2022,1,1118000,1118000,"1,271",0,1,Website,Lost
KH0006374,27/10/2022,27/10/2022,1,438000,438000,"1,271",0,1,Nowzone,Lost
KH0006376,28/10/2022,18/02/2023,2,3080000,1540000,"1,157",1,1,Internal,Lost
KH0006377,28/10/2022,28/10/2022,1,1118000,1118000,"1,270",0,1,Nowzone,Lost
KH0006378,28/10/2022,28/10/2022,1,1580000,1580000,"1,270",0,1,Lazada,Lost
KH000638,29/12/2025,29/12/2025,1,0,0,112,0,0,Facebook,Loyal
KH0006380,29/10/2022,06/11/2022,2,3160000,1580000,"1,261",1,1,Nowzone,Lost
KH0006381,29/10/2022,29/10/2022,1,650000,650000,"1,269",0,1,Nowzone,Lost
KH0006383,30/10/2022,22/10/2024,4,24200000,6050000,545,1,1,Zalo,At Risk
KH0006384,30/10/2022,30/10/2022,1,3600000,3600000,"1,268",0,1,Zalo,Lost
KH0006386,30/10/2022,30/10/2022,1,800000,800000,"1,268",0,1,Website,Lost
KH0006387,31/10/2022,31/10/2022,1,3728000,3728000,"1,267",0,1,Nowzone,Lost
KH0006388,31/10/2022,04/12/2024,2,5338000,2669000,502,1,1,Zalo,At Risk
KH000639,31/12/2025,31/12/2025,1,688000,688000,110,0,0,Zalo,Loyal
KH0006391,01/11/2022,01/11/2022,1,3600000,3600000,"1,266",0,1,Nowzone,Lost
KH0006393,02/11/2022,07/11/2022,3,2410000,803333.3333,"1,260",1,1,Nowzone,Lost
KH0006394,03/11/2022,03/11/2022,1,880000,880000,"1,264",0,1,Nowzone,Lost
KH0006397,27/05/2023,27/05/2023,1,3420000,3420000,"1,059",0,1,Zalo,Lost
KH0006398,06/11/2022,21/08/2024,2,3836000,1918000,607,1,1,Nowzone,At Risk
KH000640,29/12/2025,29/12/2025,1,2464000,2464000,112,0,0,Takashimaya,Loyal
KH0006400,06/11/2022,06/11/2022,1,940000,940000,"1,261",0,1,Tiki,Lost
KH0006402,07/11/2022,15/11/2022,2,5200000,2600000,"1,252",1,1,Nowzone,Lost
KH0006404,07/11/2022,07/11/2022,1,5528000,5528000,"1,260",0,1,Nowzone,Lost
KH0006405,07/11/2022,25/10/2023,6,7126000,1187666.667,908,1,1,Nowzone,Lost
KH0006406,08/11/2022,12/05/2023,2,6350000,3175000,"1,074",1,1,Zalo,Lost
KH0006407,08/11/2022,08/11/2022,1,1900000,1900000,"1,259",0,1,Zalo,Lost
KH0006409,10/11/2022,03/03/2023,2,853960,426980,"1,144",1,1,Website,Lost
KH000641,30/12/2025,30/12/2025,1,3360000,3360000,111,0,0,Takashimaya,Loyal
KH0006410,10/11/2022,31/01/2023,2,12370520,6185260,"1,175",1,1,Zalo,Lost
KH0006412,11/11/2022,11/11/2022,1,911800,911800,"1,256",0,1,Zalo,Lost
KH0006415,11/11/2022,11/11/2022,1,3492000,3492000,"1,256",0,1,Nowzone,Lost
KH0006416,11/11/2022,11/11/2022,1,2114600,2114600,"1,256",0,1,Zalo,Lost
KH000642,30/12/2025,25/01/2026,2,2376000,1188000,85,1,0,Takashimaya,Loyal
KH000643,30/12/2025,30/12/2025,1,990000,990000,111,0,0,Takashimaya,Loyal
KH0006432,12/11/2022,12/11/2022,1,870000,870000,"1,255",0,1,Nowzone,Lost
KH0006434,11/11/2022,11/11/2022,1,2425000,2425000,"1,256",0,1,Lazada,Lost
KH0006435,14/11/2022,14/11/2022,1,2881820,2881820,"1,253",0,1,Lazada,Lost
KH0006436,12/11/2022,12/11/2022,1,680000,680000,"1,255",0,1,Shopee,Lost
KH0006437,13/11/2022,13/11/2022,1,1500000,1500000,"1,254",0,1,Zalo,Lost
KH0006438,14/11/2022,02/05/2024,2,6080000,3040000,718,1,1,Nowzone,At Risk
KH000644,31/12/2025,31/12/2025,1,3129440,3129440,110,0,0,Takashimaya,Loyal
KH0006441,15/11/2022,15/11/2022,1,830000,830000,"1,252",0,1,Nowzone,Lost
KH0006443,16/11/2022,16/11/2022,1,250000,250000,"1,251",0,1,Lazada,Lost
KH0006446,16/11/2022,24/07/2023,2,2620000,1310000,"1,001",1,1,Website,Lost
KH0006447,17/11/2022,17/11/2022,1,1280000,1280000,"1,250",0,1,Tiki,Lost
KH0006451,18/11/2022,30/11/2022,2,1886000,943000,"1,237",1,1,Zalo,Lost
KH0006452,21/11/2022,06/12/2022,3,4938000,1646000,"1,231",1,1,Nowzone,Lost
KH0006453,21/11/2022,29/11/2022,2,10248000,5124000,"1,238",1,1,Nowzone,Lost
KH0006456,24/11/2022,24/11/2022,1,1485000,1485000,"1,243",0,1,Shopee,Lost
KH0006459,23/11/2022,23/11/2022,1,665000,665000,"1,244",0,1,Shopee,Lost
KH000646,31/12/2025,31/12/2025,1,1672000,1672000,110,0,0,Nowzone,Loyal
KH0006460,24/11/2022,24/11/2022,1,800000,800000,"1,243",0,1,Facebook,Lost
KH0006461,24/11/2022,20/12/2023,2,2868000,1434000,852,1,1,Nowzone,Lost
KH0006462,25/11/2022,12/12/2022,2,16278768,8139384,"1,225",1,1,Facebook,Lost
KH0006464,25/11/2022,27/04/2023,2,1585200,792600,"1,089",1,1,Shopee,Lost
KH0006466,25/11/2022,25/11/2022,1,1406200,1406200,"1,242",0,1,Zalo,Lost
KH000647,31/12/2025,31/12/2025,1,2728000,2728000,110,0,0,Takashimaya,Loyal
KH0006470,27/11/2022,27/11/2022,1,3204000,3204000,"1,240",0,1,Nowzone,Lost
KH0006471,27/11/2022,27/11/2022,1,8443800,8443800,"1,240",0,1,Nowzone,Lost
KH0006472,27/11/2022,18/06/2025,2,19083080,9541540,306,1,0,Nowzone,Loyal
KH0006473,26/11/2022,26/11/2022,1,1246000,1246000,"1,241",0,1,Lazada,Lost
KH0006474,26/11/2022,11/12/2022,3,16236400,5412133.333,"1,226",1,1,Facebook,Lost
KH000648,01/01/2026,01/01/2026,1,4142000,4142000,109,0,0,Takashimaya,Loyal
KH0006482,29/11/2022,29/11/2022,1,920000,920000,"1,238",0,1,Nowzone,Lost
KH0006483,25/11/2022,25/11/2022,1,578500,578500,"1,242",0,1,Zalo,Lost
KH0006486,30/11/2022,19/12/2022,3,8065000,2688333.333,"1,218",1,1,Zalo,Lost
KH0006488,29/11/2022,29/11/2022,1,1568000,1568000,"1,238",0,1,Zalo,Lost
KH0006489,30/11/2022,10/12/2022,2,5000000,2500000,"1,227",1,1,Facebook,Lost
KH000649,01/01/2026,01/01/2026,1,1350000,1350000,109,0,0,Takashimaya,Loyal
KH0006494,01/12/2022,01/12/2022,1,3600000,3600000,"1,236",0,1,Nowzone,Lost
KH0006498,05/12/2022,12/11/2025,5,9136200,1827240,159,1,0,Facebook,Loyal
KH000650,01/01/2026,01/01/2026,1,1881000,1881000,109,0,0,Takashimaya,Loyal
KH0006507,05/12/2022,12/10/2023,3,13184800,4394933.333,921,1,1,Facebook,Lost
KH000651,01/01/2026,01/01/2026,1,3192000,3192000,109,0,0,Nowzone,Loyal
KH0006510,06/12/2022,06/12/2022,1,1568000,1568000,"1,231",0,1,Website,Lost
KH0006515,07/12/2022,07/12/2022,1,880000,880000,"1,230",0,1,Website,Lost
KH0006517,08/12/2022,08/12/2022,1,1100000,1100000,"1,229",0,1,Facebook,Lost
KH000652,02/01/2026,02/01/2026,1,1193200,1193200,108,0,0,Takashimaya,Loyal
KH0006525,19/10/2023,19/10/2023,1,468000,468000,914,0,1,Website,Lost
KH000653,03/01/2026,03/01/2026,1,12503900,12503900,107,0,0,Takashimaya,Loyal
KH0006535,09/12/2022,09/12/2022,1,438000,438000,"1,228",0,1,Nowzone,Lost
KH000654,03/01/2026,03/01/2026,1,5937500,5937500,107,0,0,Takashimaya,Loyal
KH0006545,10/12/2022,10/12/2022,1,930000,930000,"1,227",0,1,Nowzone,Lost
KH000655,04/01/2026,04/01/2026,1,1100000,1100000,106,0,0,Nowzone,Loyal
KH000656,04/01/2026,04/01/2026,1,1691000,1691000,106,0,0,Takashimaya,Loyal
KH000657,04/01/2026,04/01/2026,1,3467500,3467500,106,0,0,Takashimaya,Loyal
KH000658,05/01/2026,05/01/2026,1,1090000,1090000,105,0,0,Zalo,Loyal
KH0006581,11/12/2022,11/12/2022,1,4275000,4275000,"1,226",0,1,Nowzone,Lost
KH000659,31/01/2026,31/01/2026,1,1350000,1350000,79,0,0,Zalo,Loyal
KH0006594,10/12/2022,26/08/2025,2,1290000,645000,237,1,0,Website,Loyal
KH0006598,12/12/2022,12/12/2022,1,1100000,1100000,"1,225",0,1,Website,Lost
KH000660,12/01/2026,31/01/2026,2,2110000,1055000,79,1,0,Tiki,Loyal
KH0006601,12/12/2022,12/12/2022,1,965000,965000,"1,225",0,1,Shopee,Lost
KH0006602,12/12/2022,12/12/2022,1,1080000,1080000,"1,225",0,1,Shopee,Lost
KH000661,07/01/2026,07/01/2026,1,880000,880000,103,0,0,Website,Loyal
KH000662,05/01/2026,05/01/2026,1,3192000,3192000,105,0,0,Takashimaya,Loyal
KH000663,05/01/2026,05/01/2026,1,3192000,3192000,105,0,0,Takashimaya,Loyal
KH0006635,12/12/2022,12/12/2022,1,1580000,1580000,"1,225",0,1,Website,Lost
KH0006637,11/12/2022,11/12/2022,1,280000,280000,"1,226",0,1,Internal,Lost
KH0006638,11/12/2022,11/12/2022,1,180000,180000,"1,226",0,1,Internal,Lost
KH0006639,11/12/2022,11/12/2022,1,1494400,1494400,"1,226",0,1,Internal,Lost
KH000664,12/01/2026,12/01/2026,1,8080000,8080000,98,0,0,Facebook,Loyal
KH0006640,11/12/2022,11/12/2022,1,368000,368000,"1,226",0,1,Internal,Lost
KH0006641,11/12/2022,11/12/2022,1,280000,280000,"1,226",0,1,Internal,Lost
KH0006642,13/12/2022,13/12/2022,1,959200,959200,"1,224",0,1,Shopee,Lost
KH0006645,13/12/2022,13/12/2022,1,616000,616000,"1,224",0,1,Shopee,Lost
KH000665,12/01/2026,12/01/2026,1,1800000,1800000,98,0,0,Website,Loyal
KH0006651,13/12/2022,13/12/2022,1,3200000,3200000,"1,224",0,1,Shopee,Lost
KH0006652,13/12/2022,18/11/2024,8,31066400,3883300,518,1,1,Shopee,At Risk
KH0006653,13/12/2022,13/12/2022,1,1380000,1380000,"1,224",0,1,Nowzone,Lost
KH000666,08/01/2026,05/03/2026,2,1776800,888400,46,1,0,Takashimaya,Loyal
KH0006664,14/12/2022,23/08/2023,3,3108000,1036000,971,1,1,Shopee,Lost
KH0006665,14/12/2022,14/12/2022,1,1100000,1100000,"1,223",0,1,Facebook,Lost
KH0006666,14/12/2022,14/12/2022,1,1180000,1180000,"1,223",0,1,Lazada,Lost
KH000667,08/01/2026,08/01/2026,1,2850000,2850000,102,0,0,Nowzone,Loyal
KH0006674,14/12/2022,14/12/2022,1,3376000,3376000,"1,223",0,1,Nowzone,Lost
KH0006676,14/12/2022,17/07/2023,4,4428000,1107000,"1,008",1,1,Nowzone,Lost
KH0006677,15/12/2022,15/12/2022,1,468000,468000,"1,222",0,1,Lazada,Lost
KH0006678,15/12/2022,16/12/2022,2,3426000,1713000,"1,221",1,1,Nowzone,Lost
KH000668,08/01/2026,08/01/2026,1,3389600,3389600,102,0,0,Nowzone,Loyal
KH0006689,16/12/2022,16/12/2022,1,1500000,1500000,"1,221",0,1,Nowzone,Lost
KH000669,08/01/2026,08/01/2026,1,891100,891100,102,0,0,Takashimaya,Loyal
KH0006690,16/12/2022,16/12/2022,1,2680000,2680000,"1,221",0,1,Facebook,Lost
KH0006691,16/12/2022,08/12/2023,3,8588000,2862666.667,864,1,1,Zalo,Lost
KH0006692,16/12/2022,16/12/2022,1,1180000,1180000,"1,221",0,1,Lazada,Lost
KH0006696,06/03/2023,06/03/2023,1,1823400,1823400,"1,141",0,1,Zalo,Lost
KH000670,12/01/2026,12/01/2026,1,1376000,1376000,98,0,0,Zalo,Loyal
KH0006703,19/12/2022,19/12/2022,1,980000,980000,"1,218",0,1,Lazada,Lost
KH0006706,20/12/2022,26/12/2022,2,5362000,2681000,"1,211",1,1,Internal,Lost
KH000671,09/01/2026,09/01/2026,1,13469100,13469100,101,0,0,Takashimaya,Loyal
KH0006711,18/12/2022,18/11/2023,2,32220000,16110000,884,1,1,Nowzone,Lost
KH0006714,19/12/2022,19/12/2022,1,1000000,1000000,"1,218",0,1,Shopee,Lost
KH0006717,19/12/2022,19/12/2022,1,4380000,4380000,"1,218",0,1,Shopee,Lost
KH000672,09/01/2026,11/01/2026,2,20385100,10192550,99,1,0,Takashimaya,Loyal
KH000673,12/01/2026,12/01/2026,1,1350000,1350000,98,0,0,Zalo,Loyal
KH0006737,19/12/2022,19/12/2022,1,918000,918000,"1,218",0,1,Nowzone,Lost
KH000674,10/01/2026,10/01/2026,1,2337000,2337000,100,0,0,Takashimaya,Loyal
KH0006742,20/12/2022,20/12/2022,1,1348000,1348000,"1,217",0,1,Website,Lost
KH0006743,20/12/2022,29/04/2025,6,20259500,3376583.333,356,1,0,Shopee,Loyal
KH0006744,20/12/2022,20/12/2022,1,122400,122400,"1,217",0,1,Nowzone,Lost
KH0006745,20/12/2022,13/01/2023,3,4640000,1546666.667,"1,193",1,1,Nowzone,Lost
KH0006746,20/12/2022,20/12/2022,1,2160000,2160000,"1,217",0,1,Website,Lost
KH0006749,21/12/2022,21/12/2022,1,1080000,1080000,"1,216",0,1,Nowzone,Lost
KH000675,10/01/2026,24/01/2026,2,2715500,1357750,86,1,0,Nowzone,Loyal
KH0006754,21/12/2022,21/12/2022,1,68000,68000,"1,216",0,1,Nowzone,Lost
KH000676,10/01/2026,22/03/2026,2,4829600,2414800,29,1,0,Takashimaya,Loyal
KH0006763,06/02/2023,06/02/2023,1,1080000,1080000,"1,169",0,1,Website,Lost
KH0006764,24/12/2022,24/12/2022,1,1080000,1080000,"1,213",0,1,Shopee,Lost
KH0006765,24/12/2022,06/02/2023,3,6830000,2276666.667,"1,169",1,1,Facebook,Lost
KH0006766,26/12/2022,16/02/2025,5,13585000,2717000,428,1,1,Nowzone,At Risk
KH0006767,26/12/2022,26/12/2022,1,1458000,1458000,"1,211",0,1,Zalo,Lost
KH000677,10/01/2026,10/01/2026,1,2622000,2622000,100,0,0,Takashimaya,Loyal
KH0006771,27/12/2022,23/02/2023,3,17871000,5957000,"1,152",1,1,Nowzone,Lost
KH0006773,27/12/2022,27/12/2022,1,1080000,1080000,"1,210",0,1,Zalo,Lost
KH0006779,28/12/2022,28/12/2022,1,3600000,3600000,"1,209",0,1,Zalo,Lost
KH000678,11/01/2026,11/01/2026,1,2698000,2698000,99,0,0,Takashimaya,Loyal
KH0006780,28/12/2022,18/12/2024,4,41662500,10415625,488,1,1,Zalo,At Risk
KH0006783,09/12/2024,06/10/2025,4,3081037,770259.25,196,1,0,Internal,Loyal
KH0006786,29/12/2022,15/02/2023,2,6865000,3432500,"1,160",1,1,Shopee,Lost
KH000679,11/01/2026,11/01/2026,1,1003200,1003200,99,0,0,Takashimaya,Loyal
KH0006792,30/12/2022,30/12/2022,1,1830000,1830000,"1,207",0,1,Facebook,Lost
KH000680,11/01/2026,11/01/2026,1,1881000,1881000,99,0,0,Takashimaya,Loyal
KH0006804,30/12/2022,30/12/2022,1,1080000,1080000,"1,207",0,1,Nowzone,Lost
KH0006805,06/01/2023,27/10/2023,4,2752160,688040,906,1,1,Zalo,Lost
KH000681,11/01/2026,11/01/2026,1,712500,712500,99,0,0,Takashimaya,Loyal
KH0006813,30/12/2022,09/06/2024,6,6210200,1035033.333,680,1,1,Nowzone,At Risk
KH0006814,01/01/2023,01/01/2023,1,680000,680000,"1,205",0,1,Nowzone,Lost
KH0006815,02/01/2023,02/01/2023,1,9600000,9600000,"1,204",0,1,Nowzone,Lost
KH0006816,02/01/2023,02/01/2023,1,580000,580000,"1,204",0,1,Nowzone,Lost
KH0006817,02/01/2023,02/01/2023,1,5600000,5600000,"1,204",0,1,Nowzone,Lost
KH000682,11/01/2026,11/01/2026,1,4265500,4265500,99,0,0,Takashimaya,Loyal
KH0006829,04/01/2023,10/01/2023,2,1960000,980000,"1,196",1,1,Shopee,Lost
KH000683,12/01/2026,30/03/2026,2,1448000,724000,21,1,0,Event,Loyal
KH0006831,06/02/2023,06/02/2023,1,0,0,"1,169",0,1,Internal,Lost
KH0006833,06/01/2023,06/01/2023,1,730000,730000,"1,200",0,1,Zalo,Lost
KH0006834,06/01/2023,06/01/2023,1,4400000,4400000,"1,200",0,1,Nowzone,Lost
KH0006835,07/01/2023,07/01/2023,1,1980000,1980000,"1,199",0,1,Nowzone,Lost
KH0006838,09/01/2023,09/01/2023,1,468000,468000,"1,197",0,1,Lazada,Lost
KH000684,12/01/2026,12/01/2026,1,1376000,1376000,98,0,0,Event,Loyal
KH0006841,09/01/2023,09/01/2023,1,1980000,1980000,"1,197",0,1,Facebook,Lost
KH0006844,10/01/2023,12/01/2023,2,1760000,880000,"1,194",1,1,Lazada,Lost
KH0006847,11/01/2023,24/02/2024,2,3160000,1580000,786,1,1,Nowzone,Lost
KH000685,12/01/2026,12/01/2026,1,1199000,1199000,98,0,0,Tiki,Loyal
KH0006851,11/01/2023,11/01/2023,1,540000,540000,"1,195",0,1,Internal,Lost
KH0006852,11/01/2023,11/01/2023,1,3760000,3760000,"1,195",0,1,Nowzone,Lost
KH0006858,14/01/2023,30/09/2023,2,1560000,780000,933,1,1,Nowzone,Lost
KH000686,12/01/2026,12/01/2026,1,3000000,3000000,98,0,0,Event,Loyal
KH0006860,14/01/2023,03/07/2024,2,4140000,2070000,656,1,1,Nowzone,At Risk
KH0006861,14/01/2023,14/01/2023,1,1390000,1390000,"1,192",0,1,Nowzone,Lost
KH0006862,15/01/2023,15/01/2023,2,15248000,7624000,"1,191",1,1,Nowzone,Lost
KH0006865,16/01/2023,16/01/2023,1,880000,880000,"1,190",0,1,Zalo,Lost
KH000687,12/01/2026,12/01/2026,1,3494100,3494100,98,0,0,Takashimaya,Loyal
KH0006871,17/01/2023,17/01/2023,1,3600000,3600000,"1,189",0,1,Nowzone,Lost
KH0006872,18/01/2023,18/01/2023,1,1580000,1580000,"1,188",0,1,Nowzone,Lost
KH0006873,19/01/2023,04/04/2026,2,15890000,7945000,16,1,0,Nowzone,Loyal
KH0006874,20/01/2023,22/01/2026,4,6290000,1572500,88,1,0,Nowzone,Loyal
KH0006875,20/01/2023,22/04/2023,2,11200000,5600000,"1,094",1,1,Nowzone,Lost
KH000688,12/01/2026,12/01/2026,1,3325000,3325000,98,0,0,Takashimaya,Loyal
KH0006881,27/01/2023,27/01/2023,1,918000,918000,"1,179",0,1,Nowzone,Lost
KH0006882,27/01/2023,27/01/2023,1,1668000,1668000,"1,179",0,1,Internal,Lost
KH0006883,28/01/2023,28/01/2023,1,4550000,4550000,"1,178",0,1,Tiki,Lost
KH0006885,29/01/2023,29/01/2023,1,1080000,1080000,"1,177",0,1,Shopee,Lost
KH0006887,30/01/2023,13/04/2023,2,2250000,1125000,"1,103",1,1,Website,Lost
KH000689,31/01/2026,31/01/2026,1,688000,688000,79,0,0,Zalo,Loyal
KH0006890,01/02/2023,29/04/2023,3,4646000,1548666.667,"1,087",1,1,Nowzone,Lost
KH0006891,01/02/2023,01/02/2023,1,11600000,11600000,"1,174",0,1,Zalo,Lost
KH0006892,01/02/2023,01/02/2023,1,880000,880000,"1,174",0,1,Facebook,Lost
KH0006897,02/02/2023,02/02/2023,1,1980000,1980000,"1,173",0,1,Nowzone,Lost
KH0006899,03/02/2023,03/02/2023,1,380000,380000,"1,172",0,1,Nowzone,Lost
KH000690,14/01/2026,14/01/2026,1,1544700,1544700,96,0,0,Takashimaya,Loyal
KH0006901,04/02/2023,04/02/2023,1,468000,468000,"1,171",0,1,Tiki,Lost
KH0006902,06/02/2023,06/02/2023,1,1280000,1280000,"1,169",0,1,Tiki,Lost
KH0006904,07/02/2023,10/02/2023,2,3200000,1600000,"1,165",1,1,Shopee,Lost
KH0006905,09/02/2023,10/02/2023,2,1368000,684000,"1,165",1,1,Facebook,Lost
KH0006906,10/02/2023,08/02/2025,3,15948000,5316000,436,1,1,Nowzone,At Risk
KH0006907,10/02/2023,21/09/2025,4,10692560,2673140,211,1,0,Nowzone,Loyal
KH0006908,10/02/2023,11/09/2023,2,3030000,1515000,952,1,1,Nowzone,Lost
KH000691,15/01/2026,15/01/2026,1,3211000,3211000,95,0,0,Nowzone,Loyal
KH0006912,13/02/2023,13/02/2023,2,15130000,7565000,"1,162",1,1,Nowzone,Lost
KH0006913,29/03/2023,29/03/2023,1,1390000,1390000,"1,118",0,1,Zalo,Lost
KH0006914,13/02/2023,23/02/2026,3,5760000,1920000,56,1,0,Facebook,Loyal
KH0006916,14/02/2023,21/08/2023,8,23818320,2977290,973,1,1,Zalo,Lost
KH0006917,14/02/2023,18/06/2024,2,4068000,2034000,671,1,1,Zalo,At Risk
KH0006918,15/02/2023,15/02/2023,1,1560000,1560000,"1,160",0,1,Shopee,Lost
KH000692,15/01/2026,15/01/2026,1,8460700,8460700,95,0,0,Takashimaya,Loyal
KH0006920,16/02/2023,16/02/2023,1,3600000,3600000,"1,159",0,1,Nowzone,Lost
KH0006923,17/02/2023,17/02/2023,1,7880000,7880000,"1,158",0,1,Zalo,Lost
KH0006926,19/02/2023,19/02/2023,1,1390000,1390000,"1,156",0,1,Nowzone,Lost
KH0006927,19/02/2023,19/02/2023,1,7663000,7663000,"1,156",0,1,Nowzone,Lost
KH000693,16/01/2026,16/01/2026,1,4108000,4108000,94,0,0,Takashimaya,Loyal
KH0006930,21/02/2023,09/10/2023,2,3160000,1580000,924,1,1,Zalo,Lost
KH0006931,08/03/2023,10/03/2023,2,4550000,2275000,"1,137",1,1,Facebook,Lost
KH0006932,22/02/2023,22/02/2023,1,145000,145000,"1,153",0,1,Website,Lost
KH0006933,22/02/2023,16/09/2025,2,1309630,654815,216,1,0,Website,Loyal
KH0006934,23/02/2023,23/02/2023,1,980000,980000,"1,152",0,1,Shopee,Lost
KH0006936,23/02/2023,20/09/2024,4,8388000,2097000,577,1,1,Internal,At Risk
KH0006937,23/02/2023,23/02/2023,1,850000,850000,"1,152",0,1,Zalo,Lost
KH0006938,23/02/2023,23/02/2023,1,1380000,1380000,"1,152",0,1,Nowzone,Lost
KH0006939,27/02/2023,27/02/2023,1,1080000,1080000,"1,148",0,1,Website,Lost
KH000694,16/01/2026,16/01/2026,1,2360000,2360000,94,0,0,Nowzone,Loyal
KH0006942,28/02/2023,28/02/2023,1,3000000,3000000,"1,147",0,1,Lazada,Lost
KH0006943,28/02/2023,28/02/2023,1,95000,95000,"1,147",0,1,Nowzone,Lost
KH0006945,01/03/2023,01/03/2023,1,1580000,1580000,"1,146",0,1,Zalo,Lost
KH0006947,01/03/2023,01/03/2023,1,1860000,1860000,"1,146",0,1,Lazada,Lost
KH0006948,02/03/2023,02/03/2023,1,980000,980000,"1,145",0,1,Zalo,Lost
KH000695,17/01/2026,17/01/2026,1,1596000,1596000,93,0,0,Takashimaya,Loyal
KH0006950,04/03/2023,04/03/2023,1,800000,800000,"1,143",0,1,Nowzone,Lost
